elapsed_s,scheduled_request_count,launched_request_count,dropped_max_inflight_count,inflight_count_max,client_backlog_or_schedule_miss,timeout_rate,fail_rate,target_offered_rps,cooling_condition,run_id,completion_realized_completed_rps,completion_completed_request_count,completion_successful_completion_count,completion_completion_success_fraction,completion_completion_timeout_fraction,completion_latency_p50,completion_latency_p95,completion_latency_p99,gpu_util_pct,gpu_mem_util_pct,gpu_memory_used_mib,gpu_power_w,gpu_temp_c,sm_clock_mhz,mem_clock_mhz,vm_cluster_semantic__namespace_total__cpu_cores_rate,vm_cluster_semantic__namespace_total__memory_working_set_bytes,vm_target_node_semantic__gpu_bound_features__gpu_compute__gpu_util_avg,vm_target_node_semantic__node_compute_features__cpu_compute__cpu_user_percent,vm_target_node_semantic__node_compute_features__cpu_compute__load1,vm_target_node_semantic__node_compute_features__cpu_compute__load5,vm_target_node_semantic__node_compute_features__ram_capacity__memory_usage_percent,vm_target_node_semantic__node_pressure_instant__cpu_usage_percent,vm_target_node_semantic__node_pressure_instant__load_average__load1,vm_target_node_semantic__node_pressure_instant__load_average__load5,vm_target_node_semantic__node_pressure_instant__mem_used_bytes
26,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,201.2279694972676,201.66440334942308,201.70319746961468,45.0,17.0,822.0,83.27,62.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,6.683805,0.9,0.71,7.120214571429662,10.1542419,0.9,0.71,4045664157.0
27,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,197.0416149997618,197.0416149997618,197.0416149997618,0.0,0.0,822.0,76.48,59.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,7.860825,0.9,0.71,7.120214571429662,11.3402065,0.9,0.71,4041764503.0
28,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,201.4739724982064,203.8015430458472,204.0084382056375,54.0,20.0,822.0,79.16,62.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,8.139535,0.9,0.71,7.120214571429662,12.5322998,0.9,0.71,4043333173.0
29,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,182.02060800103936,182.02060800103936,182.02060800103936,0.0,0.0,822.0,76.38,59.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,8.78553,0.9,0.71,7.120214571429662,11.8863047,0.9,0.71,4045213270.0
30,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,182.8892179983086,194.48663060102265,195.51751172126387,63.0,23.0,822.0,77.45,62.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,8.387097,0.9,0.71,7.120214571429662,10.9677425,0.83,0.7,4054560276.0
31,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,192.98300800437573,192.98300800437573,192.98300800437573,0.0,0.0,822.0,76.28,59.0,1923.0,5005.0,0.0026642000000038,1662300160.0,0.0,7.096774,0.9,0.71,7.120214571429662,10.9677425,0.83,0.7,4056781160.0
32,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,202.8145019939984,206.0842802929983,206.3749272529094,64.0,23.0,822.0,77.35,62.0,1923.0,5005.0,0.0,1662300160.0,0.0,7.096774,0.9,0.71,7.120214571429662,10.7096768,0.83,0.7,4056781160.0
33,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,201.1899389908649,201.1899389908649,201.1899389908649,0.0,0.0,822.0,76.28,59.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,8.634021,0.9,0.71,7.120214571429662,12.3711349,0.83,0.7,4059381628.0
34,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,203.2651924964739,203.75211634673175,203.7953984667547,64.0,23.0,822.0,77.32,62.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,8.217446,0.84,0.7,7.131950884805526,15.929203800000002,0.83,0.7,4056981438.0
35,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,180.27756099763792,180.27756099763792,180.27756099763792,0.0,0.0,822.0,76.38,59.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,9.677419,0.84,0.7,7.131950884805526,12.2580641,0.84,0.7,4059791622.0
36,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,203.6427995044505,204.31334405730013,204.37294801755343,64.0,23.0,822.0,77.35,62.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,8.0,0.84,0.7,7.131950884805526,11.4838711,0.84,0.7,4058038403.0
37,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,183.11660399194807,183.11660399194807,183.11660399194807,0.0,0.0,822.0,76.48,59.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,8.247423,0.84,0.7,7.131950884805526,10.8247429,0.84,0.7,4049948639.0
38,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,206.21920700068583,207.00799039914276,207.0781044790056,60.0,22.0,822.0,77.26,62.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,6.606218,0.84,0.7,7.131950884805526,9.9740935,0.84,0.7,4051349536.0
39,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,201.35355000093116,201.35355000093116,201.35355000093116,0.0,0.0,822.0,76.38,59.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,7.593308,0.84,0.7,7.131950884805526,10.5534109,0.84,0.7,4054802497.0
40,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,189.3713184981607,202.4468933523167,203.6091666726861,57.0,21.0,822.0,77.22,62.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,8.549223,0.84,0.7,7.131950884805526,11.1398971,0.84,0.7,4055887773.0
41,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,202.40897699841295,202.40897699841295,202.40897699841295,0.0,0.0,822.0,76.38,59.0,1923.0,5005.0,0.5213662999999997,1662242816.0,0.0,8.549223,0.84,0.7,7.131950884805526,11.1398971,0.95,0.73,4055887773.0
42,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,202.82435950502983,203.42970535202767,203.4835138717608,54.0,19.0,822.0,77.17,61.0,1923.0,5005.0,0.0,1662242816.0,0.0,7.188703,0.84,0.7,7.131950884805526,10.397945600000002,0.95,0.73,4058304741.0
43,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,199.9181160063017,199.9181160063017,199.9181160063017,0.0,0.0,822.0,76.48,60.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,7.741935,0.84,0.7,7.131950884805526,9.9354833,0.95,0.73,4050133188.0
44,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,192.06457350082928,205.20127365234657,206.36898033248144,38.0,14.0,822.0,76.97,61.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,8.290155,0.84,0.7,7.131950884805526,12.1761651,0.95,0.73,4052574273.0
45,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,178.26182399585375,178.26182399585375,178.26182399585375,0.0,0.0,822.0,76.38,60.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,9.102731,0.95,0.73,7.123449658847258,11.7035111,0.95,0.73,4055326785.0
46,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,202.12038099271007,205.16717979116947,205.43800635103253,48.0,17.0,822.0,77.16,61.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,8.031088,0.95,0.73,7.123449658847258,11.7875648,0.87,0.72,4052631945.0
47,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,189.51896800717805,189.51896800717805,189.51896800717805,0.0,0.0,822.0,76.48,60.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,7.989691,0.95,0.73,7.123449658847258,11.8556708,0.87,0.72,4062969856.0
48,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,203.25010899978224,204.98511999903712,205.1393431989709,45.0,16.0,822.0,77.16,61.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,7.989691,0.95,0.73,7.123449658847258,11.8556708,0.87,0.72,4062969856.0
49,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,202.4247219960671,202.4247219960671,202.4247219960671,0.0,0.0,822.0,76.48,60.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,7.642487,0.95,0.73,7.123449658847258,10.1036271,0.87,0.72,4059488583.0
50,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,193.7135924963513,205.66720124479616,206.72974424465792,43.0,15.0,822.0,77.16,61.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,8.985879,0.95,0.73,7.123449658847258,12.195121900000002,0.87,0.72,4060114583.0
51,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,184.496482994291,184.496482994291,184.496482994291,0.0,0.0,822.0,76.54,60.0,1923.0,5005.0,0.0031786999999951,1662242816.0,0.0,8.985879,0.95,0.73,7.123449658847258,12.195121900000002,1.04,0.76,4060114583.0
52,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,187.1758535053232,203.0296059550892,204.4388283950684,38.0,14.0,822.0,77.06,61.0,1923.0,5005.0,0.0,1662242816.0,0.0,8.949416,0.95,0.73,7.123449658847258,12.3216595,1.04,0.76,4073951592.0
53,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,191.02999499591533,191.02999499591533,191.02999499591533,0.0,0.0,822.0,76.49,60.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,7.033248,0.95,0.73,7.123449658847258,10.7416876,1.04,0.76,4075876777.0
54,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,205.4569719985011,206.60733489858103,206.7095893785881,35.0,12.0,822.0,77.16,61.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,7.033248,1.04,0.76,7.153143139787332,10.7416876,1.04,0.76,4075876777.0
55,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,200.8101049868856,200.8101049868856,200.8101049868856,0.0,0.0,822.0,76.48,60.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,7.891332,1.04,0.76,7.153143139787332,9.9611897,1.04,0.76,4070793281.0
56,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,205.2998040016973,206.0282721024123,206.09302482247583,32.0,12.0,822.0,77.06,61.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,8.101266,1.04,0.76,7.153143139787332,15.569620000000002,1.04,0.76,4070932742.0
57,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,182.0665749983164,182.0665749983164,182.0665749983164,0.0,0.0,822.0,76.46,60.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,8.667529,1.04,0.76,7.153143139787332,13.4540748,1.2,0.79,4071562936.0
58,2,2,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,2.0,2.0,2.0,1.0,0.0,200.58657600020524,205.43916449387325,205.8705056933104,25.0,9.0,822.0,77.06,61.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,7.751938,1.04,0.76,7.153143139787332,9.9483204,1.2,0.79,4067692642.0
59,1,1,0,0,0,0.0,0.0,1.5,normal_cooling,calibration_level3_rps1.5_20260703_095841,1.0,1.0,1.0,1.0,0.0,188.78533400129527,188.78533400129527,188.78533400129527,0.0,0.0,822.0,76.57,60.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,6.967742,1.04,0.76,7.153143139787332,10.0645158,1.2,0.79,4071092125.0
0,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,176.69457900046837,176.69457900046837,176.69457900046837,13.0,5.0,822.0,189.44,62.0,1923.0,5005.0,0.4966167999999925,1662214144.0,0.0,7.731959,1.04,0.76,7.153143139787332,10.695876899999998,1.2,0.79,4067180937.0
1,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.27,59.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,7.969152,1.04,0.76,7.153143139787332,11.568124,1.2,0.79,4071440252.0
2,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,185.46007201075557,185.46007201075557,185.46007201075557,13.0,5.0,822.0,220.15,61.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,6.151832,1.04,0.76,7.153143139787332,8.9005233,1.34,0.83,4072791867.0
3,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.39,59.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,12.692308,1.04,0.76,7.153143139787332,18.5897443,1.34,0.83,4070580420.0
4,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,178.35960500815418,178.35960500815418,178.35960500815418,19.0,7.0,822.0,189.01,62.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,7.522698,1.34,0.83,7.158330225439991,11.8028532,1.34,0.83,4053884993.0
5,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.39,59.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,8.118557,1.34,0.83,7.158330225439991,11.4690729,1.34,0.83,4055084564.0
6,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,180.52847500075583,180.52847500075583,180.52847500075583,19.0,7.0,822.0,164.58,62.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,6.770833,1.34,0.83,7.158330225439991,12.239583,1.34,0.83,4056244289.0
7,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.29,59.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,7.115136,1.34,0.83,7.158330225439991,10.8667527,1.34,0.83,4050272649.0
8,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,183.70152299758047,183.70152299758047,183.70152299758047,21.0,8.0,822.0,155.93,62.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,5.706874,1.34,0.83,7.158330225439991,9.9870296,1.34801,0.83267,4053085978.0
9,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.29,59.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,7.38342,1.34,0.83,7.158330225439991,11.1398968,1.4,0.85,4056604999.0
10,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,172.74148999422323,172.74148999422323,172.74148999422323,29.0,11.0,822.0,101.75,62.0,1923.0,5005.0,0.4600542000000076,1662251008.0,0.0,7.049608,1.34,0.83,7.158330225439991,12.0104434,1.4,0.85,4056994021.0
11,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.2,59.0,1923.0,5005.0,0.0,1662251008.0,0.0,7.042254,1.34,0.83,7.158330225439991,11.5236878,1.4,0.85,4056854560.0
12,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,171.93899399717338,171.93899399717338,171.93899399717338,32.0,12.0,822.0,92.17,62.0,1923.0,5005.0,0.1924391999999841,1662214144.0,0.0,5.844156,1.34,0.83,7.158330225439991,10.3896109,1.4,0.85,4057354731.0
13,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,61.58,58.0,1620.0,5005.0,0.1924391999999841,1662214144.0,0.0,6.666667,1.34,0.83,7.158330225439991,9.871795,1.4,0.85,4057235193.0
14,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,187.1646150102606,187.1646150102606,187.1646150102606,36.0,12.0,822.0,81.57,59.0,1620.0,5005.0,0.1924391999999841,1662214144.0,0.0,4.935065,1.45,0.87,7.130527932821096,8.7012992,1.45,0.87,4065267286.0
15,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,61.29,57.0,1620.0,5005.0,0.1924391999999841,1662214144.0,0.0,9.759189,1.45,0.87,7.130527932821096,19.645121,1.45,0.87,4065402552.0
16,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,202.1163750032429,202.1163750032429,202.1163750032429,34.0,11.0,822.0,63.6,59.0,1620.0,5005.0,0.1924391999999841,1662214144.0,0.0,5.345502,1.45,0.87,7.130527932821096,8.8657107,1.45,0.87,4051689275.0
17,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,61.29,57.0,1620.0,5005.0,0.1924391999999841,1662214144.0,0.0,7.078507,1.45,0.87,7.130527932821096,10.810811,1.45,0.87,4059156185.0
18,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,201.0308089957107,201.0308089957107,201.0308089957107,37.0,12.0,822.0,62.92,59.0,1620.0,5005.0,0.1924391999999841,1662214144.0,0.0,4.134367,1.45,0.87,7.130527932821096,8.139534699999999,1.45,0.87,4060017065.0
19,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,61.29,57.0,1620.0,5005.0,0.1924391999999841,1662214144.0,0.0,7.364341,1.45,0.87,7.130527932821096,11.1111107,1.41,0.87,4060496265.0
20,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,195.647144006216,195.647144006216,195.647144006216,42.0,15.0,822.0,66.93,59.0,1746.0,5005.0,0.1924391999999841,1662214144.0,0.0,5.221932,1.45,0.87,7.130527932821096,9.138381,1.41,0.87,4065533624.0
21,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,65.83,57.0,1746.0,5005.0,0.0,1662214144.0,0.0,8.505155,1.45,0.87,7.130527932821096,11.8556708,1.41,0.87,4067049865.0
22,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,186.86016199353617,186.86016199353617,186.86016199353617,47.0,18.0,822.0,77.55,60.0,1936.0,5005.0,0.0,1662214144.0,0.0,6.111834,1.45,0.87,7.130527932821096,10.7932381,1.41,0.87,4064087638.0
23,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.58,58.0,1936.0,5005.0,0.0,1662214144.0,0.0,8.527132,1.45,0.87,7.130527932821096,13.0490957,1.41,0.87,4064145309.0
24,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,185.70547600393184,185.70547600393184,185.70547600393184,44.0,16.0,822.0,77.74,61.0,1936.0,5005.0,0.0,1662214144.0,0.0,5.867014,1.38,0.87,7.138104848088622,9.9087348,1.41,0.87,4067185131.0
25,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.49,58.0,1936.0,5005.0,0.0,1662214144.0,0.0,6.931964,1.38,0.87,7.138104848088622,11.1681644,1.35,0.88,4064297353.0
26,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,185.06884400267157,185.06884400267157,185.06884400267157,50.0,18.0,822.0,77.61,61.0,1936.0,5005.0,0.0,1662214144.0,0.0,5.905512,1.38,0.87,7.138104848088622,10.104987,1.35,0.88,4066074689.0
27,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.57,58.0,1936.0,5005.0,0.0,1662214144.0,0.0,8.279431,1.38,0.87,7.138104848088622,12.419146100000004,1.35,0.88,4068949884.0
28,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,200.65712499490476,200.65712499490476,200.65712499490476,44.0,16.0,822.0,78.03,61.0,1936.0,5005.0,0.0,1662214144.0,0.0,5.867014,1.38,0.87,7.138104848088622,10.169491,1.35,0.88,4069187911.0
29,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.58,58.0,1936.0,5005.0,0.0,1662214144.0,0.0,6.847545,1.38,0.87,7.138104848088622,10.0775188,1.35,0.88,4069035868.0
30,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,182.98331800906453,182.98331800906453,182.98331800906453,57.0,21.0,822.0,77.45,61.0,1936.0,5005.0,0.0,1662214144.0,0.0,5.20156,1.38,0.87,7.138104848088622,9.3628081,1.32,0.88,4063687081.0
31,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.57,58.0,1936.0,5005.0,0.0,1662214144.0,0.0,8.751609,1.38,0.87,7.138104848088622,12.6126133,1.32,0.88,4063653527.0
32,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,176.2677359947702,176.2677359947702,176.2677359947702,63.0,23.0,822.0,77.31,60.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,5.387648,1.38,0.87,7.138104848088622,9.0670174,1.32,0.88,4064243875.0
33,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.51,58.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,6.821107,1.38,0.87,7.138104848088622,10.8108111,1.32,0.88,4062896455.0
34,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,169.00421799800824,169.00421799800824,169.00421799800824,63.0,23.0,822.0,77.21,60.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,7.642487,1.32,0.88,7.142689915594014,12.1761658,1.32,0.88,4060331638.0
35,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.58,58.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,8.461538,1.32,0.88,7.142689915594014,16.4102559,1.32,0.88,4059426717.0
36,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,181.4693820051616,181.4693820051616,181.4693820051616,63.0,23.0,822.0,77.26,60.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,6.35324,1.32,0.88,7.142689915594014,14.8665816,1.29,0.88,4064100220.0
37,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.58,58.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,7.554417,1.32,0.88,7.142689915594014,11.9078097,1.29,0.88,4065947811.0
38,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,181.563013989944,181.563013989944,181.563013989944,63.0,23.0,822.0,77.16,60.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,7.431551,1.32,0.88,7.142689915594014,13.168187,1.29,0.88,4066791915.0
39,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.49,58.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,7.096774,1.32,0.88,7.142689915594014,10.7096773,1.29,0.88,4067856220.0
40,1,1,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,1.0,1.0,1.0,1.0,0.0,181.43595199217089,181.43595199217089,181.43595199217089,63.0,23.0,822.0,77.16,60.0,1936.0,5005.0,0.1686905000000251,1662214144.0,0.0,6.225681,1.32,0.88,7.142689915594014,10.5058366,1.29,0.88,4069162745.0
41,0,0,0,0,0,0.0,0.0,0.5,normal_cooling,calibration_level4_rps0.5_20260703_095942,,,,,,,,,0.0,0.0,822.0,76.58,58.0,1936.0,5005.0,0.0,1662214144.0,0.0,8.796895,1.32,0.88,7.142689915594014,12.4191458,1.27,0.88,4069826494.0
